,text,true_labels,pred_labels
356,"  This paper lays down a proposal of protocol named DREAM_OLSR. The protocol
has been developed so as to effect current OLSR (RFC 3626) [4] protocol. The
protocol establishes an optimized solution hence the name has been manipulated
from Open Link State Routing to DREAM Optimized Link State Routing. DREAM
specifies Distance Routing Effective Algorithm for Mobility wherein it
implements the Distance routing effective algorithm for the optimized solution.
This optimization includes higher efficiency and fewer overheads for the MANET.
",2,5
357,"  We consider the $k$-Center problem and some generalizations. For $k$-Center a
set of $k$ center vertices needs to be found in a graph $G$ with edge lengths,
such that the distance from any vertex of $G$ to its nearest center is
minimized. This problem naturally occurs in transportation networks, and
therefore we model the inputs as graphs with bounded highway dimension, as
proposed by Abraham et al. [SODA 2010].
  We show both approximation and fixed-parameter hardness results, and how to
overcome them using fixed-parameter approximations, where the two paradigms are
combined. In particular, we prove that for any $\varepsilon>0$ computing a
$(2-\varepsilon)$-approximation is W[2]-hard for parameter $k$ and NP-hard for
graphs with highway dimension $O(\log^2 n)$. The latter does not rule out
fixed-parameter $(2-\varepsilon)$-approximations for the highway dimension
parameter $h$, but implies that such an algorithm must have at least doubly
exponential running time in $h$ if it exists, unless the ETH fails. On the
positive side, we show how to get below the approximation factor of $2$ by
combining the parameters $k$ and $h$: we develop a fixed-parameter
$3/2$-approximation with running time $2^{O(kh\log h)}\cdot n^{O(1)}$.
Additionally we prove that, unless P=NP, our techniques cannot be used to
compute fixed-parameter $(2-\varepsilon)$-approximations for only the parameter
$h$.
  We also provide similar fixed-parameter approximations for the weighted
$k$-Center and $(k,\mathcal{F})$-Partition problems, which generalize
$k$-Center.
",2,3
358,"  The future of computation is the Graphical Processing Unit, i.e. the GPU. The
promise that the graphics cards have shown in the field of image processing and
accelerated rendering of 3D scenes, and the computational capability that these
GPUs possess, they are developing into great parallel computing units. It is
quite simple to program a graphics processor to perform general parallel tasks.
But after understanding the various architectural aspects of the graphics
processor, it can be used to perform other taxing tasks as well. In this paper,
we will show how CUDA can fully utilize the tremendous power of these GPUs.
CUDA is NVIDIA's parallel computing architecture. It enables dramatic increases
in computing performance, by harnessing the power of the GPU. This paper talks
about CUDA and its architecture. It takes us through a comparison of CUDA C/C++
with other parallel programming languages like OpenCL and DirectCompute. The
paper also lists out the common myths about CUDA and how the future seems to be
promising for CUDA.
",2,6
359,"  With the increasing number of Quad-Core-based clusters and the introduction
of compute nodes designed with large memory capacity shared by multiple cores,
new problems related to scalability arise. In this paper, we analyze the
overall performance of a cluster built with nodes having a dual Quad-Core
Processor on each node. Some benchmark results are presented and some
observations are mentioned when handling such processors on a benchmark test. A
Quad-Core-based cluster's complexity arises from the fact that both local
communication and network communications between the running processes need to
be addressed. The potentials of an MPI-OpenMP approach are pinpointed because
of its reduced communication overhead. At the end, we come to a conclusion that
an MPI-OpenMP solution should be considered in such clusters since optimizing
network communications between nodes is as important as optimizing local
communications between processors in a multi-core cluster.
",4,2
360,"  Longest common subsequence (LCS) is one of the most fundamental problems in
combinatorial optimization. Apart from theoretical importance, LCS has enormous
applications in bioinformatics, revision control systems, and data comparison
programs. Although a simple dynamic program computes LCS in quadratic time, it
has been recently proven that the problem admits a conditional lower bound and
may not be solved in truly subquadratic time. In addition to this, LCS is
notoriously hard with respect to approximation algorithms. Apart from a trivial
sampling technique that obtains a $n^{x}$ approximation solution in time
$O(n^{2-2x})$ nothing else is known for LCS. This is in sharp contrast to its
dual problem edit distance for which several linear time solutions are obtained
in the past two decades.
",2,5
361,"  A wide array of dynamic bandwidth allocation (DBA) mechanisms have recently
been proposed for improving bandwidth utilization and reducing idle times and
packets delays in passive optical networks (PONs). The DBA evaluation studies
commonly assumed that the report message for communicating the bandwidth
demands of the distributed optical network units (ONUs) to the central optical
line terminal (OLT) is scheduled for the end of an ONU's upstream transmission,
after the ONU's payload data transmissions. In this article, we conduct a
detailed investigation of the impact of the report message scheduling (RMS),
either at the beginning (i.e., before the pay load data) or the end of an ONU
upstream transmission on PON performance. We analytically characterize the
reduction in channel idle time with reporting at the beginning of an upstream
transmission compared to reporting at the end. Our extensive simulation
experiments consider both the Ethernet Passive Optical Networking (EPON)
standard and the Gigabit PON (GPON) standard. We find that for DBAs with
offline sizing and scheduling of ONU upstream transmission grants at the end of
a polling cycle, which processes requests from all ONUs, reporting at the
beginning gives substantial reductions of mean packet delay at high loads. For
high-performing DBAs with online grant sizing and scheduling, which immediately
processes individual ONU requests, or interleaving of ONUs groups, both
reporting at the beginning or end give essentially the same average packet
delays.
",3,2
362,"  For the tree topology, previous studies show the maximum likelihood estimate
(MLE) of a link/path takes a polynomial form with a degree that is one less
than the number of descendants connected to the link/path. Since then, the main
concern is focused on searching for methods to solve the high degree polynomial
without using iterative approximation. An explicit estimator based on the Law
of Large Numbers has been proposed to speed up the estimation. However, the
estimate obtained from the estimator is not a MLE. When $n<\infty$, the
estimate may be noticeable different from the MLE. To overcome this, an
explicit MLE estimator is presented in this paper and a comparison between the
MLE estimator and the explicit estimator proposed previously is presented to
unveil the insight of the MLE estimator and point out the pitfall of the
previous one.
",2,3
363,"  In this paper, we investigate a distributed maximal independent set (MIS)
reconfiguration problem, in which there are two maximal independent sets for
which every node is given its membership status, and the nodes need to
communicate with their neighbors in order to find a reconfiguration schedule
that switches from the first MIS to the second. Such a schedule is a list of
independent sets that is restricted by forbidding two neighbors to change their
membership status at the same step. In addition, these independent sets should
provide some covering guarantee. We show that obtaining an actual MIS (and even
a 3-dominating set) in each intermediate step is impossible. However, we
provide efficient solutions when the intermediate sets are only required to be
independent and 4-dominating, which is almost always possible, as we fully
characterize. Consequently, our goal is to pin down the tradeoff between the
possible length of the schedule and the number of communication rounds. We
prove that a constant length schedule can be found in
$O(\texttt{MIS}+\texttt{R32})$ rounds, where $\texttt{MIS}$ is the complexity
of finding an MIS in a worst-case graph and $\texttt{R32}$ is the complexity of
finding a $(3,2)$-ruling set. For bounded degree graphs, this is $O(\log^*n)$
rounds and we show that it is necessary. On the other extreme, we show that
with a constant number of rounds we can find a linear length schedule.
",2,3
364,"  Word embedding is a key component in many downstream applications in
processing natural languages. Existing approaches often assume the existence of
a large collection of text for learning effective word embedding. However, such
a corpus may not be available for some low-resource languages. In this paper,
we study how to effectively learn a word embedding model on a corpus with only
a few million tokens. In such a situation, the co-occurrence matrix is sparse
as the co-occurrences of many word pairs are unobserved. In contrast to
existing approaches often only sample a few unobserved word pairs as negative
samples, we argue that the zero entries in the co-occurrence matrix also
provide valuable information. We then design a Positive-Unlabeled Learning
(PU-Learning) approach to factorize the co-occurrence matrix and validate the
proposed approaches in four different languages.
",1,5
365,"  Current cloud services are moving away from monolithic designs and towards
graphs of many loosely-coupled, single-concerned microservices. Microservices
have several advantages, including speeding up development and deployment,
allowing specialization of the software infrastructure, and helping with
debugging and error isolation. At the same time they introduce several hardware
and software challenges. Given that most of the performance and efficiency
implications of microservices happen at scales larger than what is available
outside production deployments, studying such effects requires designing the
right simulation infrastructures.
  We present uqSim, a scalable and validated queueing network simulator
designed specifically for interactive microservices. uqSim provides detailed
intra- and inter-microservice models that allow it to faithfully reproduce the
behavior of complex, many-tier applications. uqSim is also modular, allowing
reuse of individual models across microservices and end-to-end applications. We
have validated uqSim both against simple and more complex microservices graphs,
and have shown that it accurately captures performance in terms of throughput
and tail latency. Finally, we use uqSim to model the tail at scale effects of
request fanout, and the performance impact of power management in
latency-sensitive microservices.
",2,3
366,"  Blockchain, which is a technology for distributedly managing ledger
information over multiple nodes without a centralized system, has elicited
increasing attention. Performing experiments on actual blockchains are
difficult because a large number of nodes in wide areas are necessary. In this
study, we developed a blockchain network simulator SimBlock for such
experiments. Unlike the existing simulators, SimBlock can easily change
behavior of node, so that it enables to investigate the influence of nodes'
behavior on blockchains. We compared some simulation results with the measured
values in actual blockchains to demonstrate the validity of this simulator.
Furthermore, to show practical usage, we conducted two experiments which
clarify the influence of neighbor node selection algorithms and relay networks
on the block propagation time. The simulator could depict the effects of the
two techniques on block propagation time. The simulator will be publicly
available in a few months.
",1,5
367,"  Multi-user spatial multiplexing combined with packet aggregation can
significantly increase the performance of Wireless Local Area Networks (WLANs).
In this letter, we present and evaluate a simple technique to perform packet
aggregation in IEEE 802.11ac MU-MIMO (Multi-user Multiple Input Multiple
Output) WLANs. Results show that in non-saturation conditions both the number
of active stations (STAs) and the queue size have a significant impact on the
system performance. If the number of stations is excessively high, the
heterogeneity of destinations in the packets contained in the queue makes it
difficult to take full advantage of packet aggregation. This effect can be
alleviated by increasing the queue size, which increases the chances to
schedule a large number of packets at each transmission, hence improving the
system throughput at the cost of a higher delay.
",2,5
368,"  RSL19BD (Waseda University Sakai Laboratory) participated in the Fourth
Dialogue Breakdown Detection Challenge (DBDC4) and submitted five runs to both
English and Japanese subtasks. In these runs, we utilise the Decision
Tree-based model and the Long Short-Term Memory-based (LSTM-based) model
following the approaches of RSL17BD and KTH in the Third Dialogue Breakdown
Detection Challenge (DBDC3) respectively. The Decision Tree-based model follows
the approach of RSL17BD but utilises RandomForestRegressor instead of
ExtraTreesRegressor. In addition, instead of predicting the mean and the
variance of the probability distribution of the three breakdown labels, it
predicts the probability of each label directly. The LSTM-based model follows
the approach of KTH with some changes in the architecture and utilises
Convolutional Neural Network (CNN) to perform text feature extraction. In
addition, instead of targeting the single breakdown label and minimising the
categorical cross entropy loss, it targets the probability distribution of the
three breakdown labels and minimises the mean squared error. Run 1 utilises a
Decision Tree-based model; Run 2 utilises an LSTM-based model; Run 3 performs
an ensemble of 5 LSTM-based models; Run 4 performs an ensemble of Run 1 and Run
2; Run 5 performs an ensemble of Run 1 and Run 3. Run 5 statistically
significantly outperformed all other runs in terms of MSE (NB, PB, B) for the
English data and all other runs except Run 4 in terms of MSE (NB, PB, B) for
the Japanese data (alpha level = 0.05).
",2,3
369,"  Among the approximation methods for the verification of counter systems, one
of them consists in model-checking their flat unfoldings. Unfortunately, the
complexity characterization of model-checking problems for such operational
models is not always well studied except for reachability queries or for Past
LTL. In this paper, we characterize the complexity of model-checking problems
on flat counter systems for the specification languages including first-order
logic, linear mu-calculus, infinite automata, and related formalisms. Our
results span different complexity classes (mainly from PTime to PSpace) and
they apply to languages in which arithmetical constraints on counter values are
systematically allowed. As far as the proof techniques are concerned, we
provide a uniform approach that focuses on the main issues.
",6,4
370,"  In this paper, we present a method for adversarial decomposition of text
representation. This method can be used to decompose a representation of an
input sentence into several independent vectors, each of them responsible for a
specific aspect of the input sentence. We evaluate the proposed method on two
case studies: the conversion between different social registers and diachronic
language change. We show that the proposed method is capable of fine-grained
controlled change of these aspects of the input sentence. It is also learning a
continuous (rather than categorical) representation of the style of the
sentence, which is more linguistically realistic. The model uses
adversarial-motivational training and includes a special motivational loss,
which acts opposite to the discriminator and encourages a better decomposition.
Furthermore, we evaluate the obtained meaning embeddings on a downstream task
of paraphrase detection and show that they significantly outperform the
embeddings of a regular autoencoder.
",4,3
371,"  This paper focuses on the study of recognizing discontiguous entities.
Motivated by a previous work, we propose to use a novel hypergraph
representation to jointly encode discontiguous entities of unbounded length,
which can overlap with one another. To compare with existing approaches, we
first formally introduce the notion of model ambiguity, which defines the
difficulty level of interpreting the outputs of a model, and then formally
analyze the theoretical advantages of our model over previous existing
approaches based on linear-chain CRFs. Our empirical results also show that our
model is able to achieve significantly better results when evaluated on
standard data with many discontiguous entities.
",1,3
372,"  Read-only caches are widely used in cloud infrastructures to reduce access
latency and load on backend databases. Operators view coherent caches as
impractical at genuinely large scale and many client-facing caches are updated
in an asynchronous manner with best-effort pipelines. Existing solutions that
support cache consistency are inapplicable to this scenario since they require
a round trip to the database on every cache transaction.
  Existing incoherent cache technologies are oblivious to transactional data
access, even if the backend database supports transactions. We propose T-Cache,
a novel caching policy for read-only transactions in which inconsistency is
tolerable (won't cause safety violations) but undesirable (has a cost). T-Cache
improves cache consistency despite asynchronous and unreliable communication
between the cache and the database. We define cache-serializability, a variant
of serializability that is suitable for incoherent caches, and prove that with
unbounded resources T-Cache implements this new specification. With limited
resources, T-Cache allows the system manager to choose a trade-off between
performance and consistency.
  Our evaluation shows that T-Cache detects many inconsistencies with only
nominal overhead. We use synthetic workloads to demonstrate the efficacy of
T-Cache when data accesses are clustered and its adaptive reaction to workload
changes. With workloads based on the real-world topologies, T-Cache detects
43-70% of the inconsistencies and increases the rate of consistent transactions
by 33-58%.
",3,2
373,"  In this paper syntactic objects---concept constructors called part
restrictions which realize rational grading are considered in Description
Logics (DLs). Being able to convey statements about a rational part of a set of
successors, part restrictions essentially enrich the expressive capabilities of
DLs. We examine an extension of well-studied DL ALCQIHR+ with part
restrictions, and prove that the reasoning in the extended logic is still
decidable. The proof uses tableaux technique augmented with indices technique,
designed for dealing with part restrictions.
",5,1
374,"  Shared research infrastructure that is globally distributed and widely
accessible has been a hallmark of the networking community. This paper presents
an initial snapshot of a vision for a possible future of mid-scale distributed
research infrastructure aimed at enabling new types of research and
discoveries. The paper is written from the perspective of ""lessons learned"" in
constructing and operating the Global Environment for Network Innovations
(GENI) infrastructure and attempts to project future concepts and solutions
based on these lessons. The goal of this paper is to engage the community to
contribute new ideas and to inform funding agencies about future research
directions to realize this vision.
",2,6
375,"  This paper presents our approach to the quantitative modeling and analysis of
highly (re)configurable systems, such as software product lines. Different
combinations of the optional features of such a system give rise to
combinatorially many individual system variants. We use a formal modeling
language that allows us to model systems with probabilistic behavior, possibly
subject to quantitative feature constraints, and able to dynamically install,
remove or replace features. More precisely, our models are defined in the
probabilistic feature-oriented language QFLAN, a rich domain specific language
(DSL) for systems with variability defined in terms of features. QFLAN
specifications are automatically encoded in terms of a process algebra whose
operational behavior interacts with a store of constraints, and hence allows to
separate system configuration from system behavior. The resulting probabilistic
configurations and behavior converge seamlessly in a semantics based on
discrete-time Markov chains, thus enabling quantitative analysis. Our analysis
is based on statistical model checking techniques, which allow us to scale to
larger models with respect to precise probabilistic analysis techniques. The
analyses we can conduct range from the likelihood of specific behavior to the
expected average cost, in terms of feature attributes, of specific system
variants. Our approach is supported by a novel Eclipse-based tool which
includes state-of-the-art DSL utilities for QFLAN based on the Xtext framework
as well as analysis plug-ins to seamlessly run statistical model checking
analyses. We provide a number of case studies that have driven and validated
the development of our framework.
",2,5
376,"  In this paper, we study the tradeoff between the approximation guarantee and
adaptivity for the problem of maximizing a monotone submodular function subject
to a cardinality constraint. The adaptivity of an algorithm is the number of
sequential rounds of queries it makes to the evaluation oracle of the function,
where in every round the algorithm is allowed to make polynomially-many
parallel queries. Adaptivity is an important consideration in settings where
the objective function is estimated using samples and in applications where
adaptivity is the main running time bottleneck. Previous algorithms achieving a
nearly-optimal $1 - 1/e - \epsilon$ approximation require $\Omega(n)$ rounds of
adaptivity. In this work, we give the first algorithm that achieves a $1 - 1/e
- \epsilon$ approximation using $O(\ln{n} / \epsilon^2)$ rounds of adaptivity.
The number of function evaluations and additional running time of the algorithm
are $O(n \mathrm{poly}(\log{n}, 1/\epsilon))$.
",2,1
377,"  Symbolic execution has shown its ability to find security-relevant flaws in
software, but faces significant scalability challenges. There is a commonly
held belief that manual intervention by an expert can help alleviate these
limiting factors. However, there has been little formal investigation of this
idea. In this paper, we present our experiences applying the KLEE symbolic
execution engine to a new bug corpus, and of using manual intervention to
alleviate the issues encountered. Our contributions are (1) Hemiptera, a novel
corpus of over 130 bugs in real world software, (2) a comprehensive evaluation
of the KLEE symbolic execution engine on Hemiptera with a categorisation of
frequently occurring software patterns that are problematic for symbolic
execution, and (3) an evaluation of manual mitigations aimed at addressing the
underlying issues of symbolic execution. Our experience shows that manual
intervention can increase both code coverage and bug detection in many
situations. It is not a silver bullet however, and we discuss its limitations
and the challenges encountered.
",5,1
378,"  RFID has been regarded as a time and money-saving solution for a wide variety
of applications, such as manufacturing, supply chain management, and inventory
control, etc. However, there are some security problems on RFID in the product
managements. The most concerned issues are the tracking and the location
privacy. Numerous scholars tried to solve these problems, but their proposals
do not include the after-sales service. In this paper, we propose a purchase
and after-sales service RFID scheme for shopping mall. The location privacy,
confidentiality, data integrity, and some security protection are hold in this
propose mechanism.
",2,5
379,"  Traditional chatbots usually need a mass of human dialogue data, especially
when using supervised machine learning method. Though they can easily deal with
single-turn question answering, for multi-turn the performance is usually
unsatisfactory. In this paper, we present Lingke, an information retrieval
augmented chatbot which is able to answer questions based on given product
introduction document and deal with multi-turn conversations. We will introduce
a fine-grained pipeline processing to distill responses based on unstructured
documents, and attentive sequential context-response matching for multi-turn
conversations.
",2,5
380,"  The success of many natural language processing (NLP) tasks is bound by the
number and quality of annotated data, but there is often a shortage of such
training data. In this paper, we ask the question: ""Can we combine a neural
network (NN) with regular expressions (RE) to improve supervised learning for
NLP?"". In answer, we develop novel methods to exploit the rich expressiveness
of REs at different levels within a NN, showing that the combination
significantly enhances the learning effectiveness when a small number of
training examples are available. We evaluate our approach by applying it to
spoken language understanding for intent detection and slot filling.
Experimental results show that our approach is highly effective in exploiting
the available training data, giving a clear boost to the RE-unaware NN.
",4,2
381,"  This article defines the QoS-guaranteed efficient cloudlet deploy problem in
wireless metropolitan area network, which aims to minimize the average access
delay of mobile users i.e. the average delay when service requests are
successfully sent and being served by cloudlets. Meanwhile, we try to optimize
total deploy cost represented by the total number of deployed cloudlets. For
the first target, both un-designated capacity and constrained capacity cases
are studied, and we have designed efficient heuristic and clustering algorithms
respectively. We show our algorithms are more efficient than the existing
algorithm. For the second target, we formulate an integer linear programming to
minimize the number of used cloudlets with given average access delay
requirement. A clustering algorithm is devised to guarantee the scalability.
For a special case of the deploy cost optimization problem where all cloudlets'
computing capabilities have been given, i.e., designated capacity, a minimal
cloudlets efficient heuristic algorithm is further proposed. We finally
evaluate the performance of proposed algorithms through extensive experimental
simulations. Simulation results demonstrate the proposed algorithms are more
than 46% efficient than existing algorithms on the average cloudlet access
delay. Compared with existing algorithms, our proposed clustering and heuristic
algorithms can reduce the number of deployed cloudlets by about 50% averagely.
",5,6
382,"  Concurrent software for engineering computations consists of multiple
cooperating modules. The behavior of individual modules is described by means
on state diagrams. In the paper, the constraints on state diagrams are
proposed, allowing for the specification of designer's intentions as to the
synchronization of modules. Also, the translation of state diagrams (with
enforcement constraints) into Concurrent State Machines is shown, which
provides formal framework for the verification of inter-module synchronization.
An example of engineering software design based on the method is presented.
",1,4
383,"  This paper describes a new open domain dialogue system Alquist developed as
part of the Alexa Prize competition for the Amazon Echo line of products. The
Alquist dialogue system is designed to conduct a coherent and engaging
conversation on popular topics. We are presenting a hybrid system combining
several machine learning and rule based approaches. We discuss and describe the
Alquist pipeline, data acquisition, and processing, dialogue manager, NLG,
knowledge aggregation and hierarchy of sub-dialogs. We present some of the
experimental results.
",6,3
384,"  Due to the rapid development of the Internet in recent years, the need to
find new tools to reinforce trust and security through the Internet has became
a major concern. The discovery of new pseudo-random number generators with a
strong level of security is thus becoming a hot topic, because numerous
cryptosystems and data hiding schemes are directly dependent on the quality of
these generators. At the conference Internet`09, we have described a generator
based on chaotic iterations, which behaves chaotically as defined by Devaney.
In this paper, the proposal is to improve the speed and the security of this
generator, to make its use more relevant in the Internet security context. To
do so, a comparative study between various generators is carried out and
statistical results are given. Finally, an application in the information
hiding framework is presented, to give an illustrative example of the use of
such a generator in the Internet security field.
",3,2
385,"  Network Function Virtualization (NFV) has recently received significant
attention as an innovative way of deploying network services. By decoupling
network functions from the physical equipment on which they run, NFV has been
proposed as passage towards service agility, better time-to-market, and reduced
Capital Expenses (CAPEX) and Operating Expenses (OPEX). One of the main selling
points of NFV is its promise for better energy efficiency resulting from
consolidation of resources as well as their more dynamic utilization. However,
there are currently no studies or implementations which attach values to energy
savings that can be expected, which could make it hard for Telecommunication
Service Providers (TSPs) to make investment decisions. In this paper, we
utilize Bell Labs' GWATT tool to estimate the energy savings that could result
from the three main NFV use cases Virtualized Evolved Packet Core (VEPC),
Virtualized Customer Premises Equipment (VCPE) and Virtualized Radio Access
Network (VRAN). We determine that the part of the mobile network with the
highest energy utilization prospects is the Evolved Packet Core (EPC) where
virtualization of functions leads to a 22% reduction in energy consumption and
a 32% enhancement in energy efficiency.
",1,5
386,"  In this paper, we present FASE (Faster Asynchronous Systems Evaluation), a
tool for evaluating the worst-case efficiency of asynchronous systems. The tool
is based on some well-established results in the setting of a timed process
algebra (PAFAS: a Process Algebra for Faster Asynchronous Systems). To show the
applicability of FASE to concrete meaningful examples, we consider three
implementations of a bounded buffer and use FASE to automatically evaluate
their worst-case efficiency. We finally contrast our results with previous ones
where the efficiency of the same implementations has already been considered.
",3,2
387,"  Travelling Salesman Problem (TSP) is one of the unsolved problems in computer
science. TSP is NP Hard. Till now the best approximation ratio found for
symmetric TSP is three by two by Christofides Algorithm more than thirty years
ago. There are different approaches to solve this problem. These range from
methods based on neural networks, genetic algorithm, swarm optimization, ant
colony optimization etc. The bound is further reduced from three by two but for
graphic TSP. A factor of thirteen by nine was found for Graphic TSP. A newly
proposed heuristic called k RNN is considered here. It seems from experimental
results that five by four is the approximation ratio. A performance analysis is
done for this heuristic and it confirms experimental bound of five by four.
",5,3
388,"  We analyze some of the fundamental design challenges that impact the
development of a multilingual state-of-the-art named entity transliteration
system, including curating bilingual named entity datasets and evaluation of
multiple transliteration methods. We empirically evaluate the transliteration
task using traditional weighted finite state transducer (WFST) approach against
two neural approaches: the encoder-decoder recurrent neural network method and
the recent, non-sequential Transformer method. In order to improve availability
of bilingual named entity transliteration datasets, we release personal name
bilingual dictionaries minded from Wikidata for English to Russian, Hebrew,
Arabic and Japanese Katakana. Our code and dictionaries are publicly available.
",4,3
389,"  Conflict-free replicated data types (CRDTs) are a natural structure with
which to communicate information about a shared computation in a distributed
setting where coordination overhead may not be tolerated, and individual
participants are allowed to temporarily diverge from the overall computation.
Within this setting, there are two classical approaches: state- and
operation-based CRDTs. The former define a commutative, associative, and
idempotent join operation, and their states a monotone join semi-lattice.
State-based CRDTs may be further distinguished into classical- and
$\delta$-state CRDTs. The former communicate their full state after each
update, whereas the latter communicate only the changed state. Op-based CRDTs
communicate operations (not state), thus making their updates non-idempotent.
Whereas op-based CRDTs require little information to be exchanged, they demand
relatively strong network guarantees (exactly-once message delivery), and
state-based CRDTs suffer the opposite problem. Both satisfy strong eventual
consistency (SEC).
  We posit that $\delta$-state CRDTs both (1) require less communication
overhead from payload size, and (2) tolerate relatively weak network
environments, making them an ideal candidate for real-world use of CRDTs. Our
central intuition is a pair of reductions between state-, $\delta$-state, and
op-based CRDTs. We formalize this intuition in the Isabelle interactive theorem
prover and show that state-based CRDTs achieve SEC. We present a relaxed
network model in Isabelle and show that state-based CRDTs still maintain SEC.
Finally, we extend our work to show that $\delta$-state CRDTs maintain SEC when
only communicating $\delta$-state fragments, even under relatively weak network
conditions.
",2,6
390,"  Transmission Control Protocol (TCP) carries most of the traffic on the
Internet these days. There are several implementations of TCP, and the most
important difference among them is their mechanism for controlling congestion.
One of the methods for determining type of a TCP is active probing. Active
probing considers a TCP implementation as a black box, sends different streams
of data to the appropriate host. According to the response received from the
host, it figures out the type of TCP version implemented.
  TCP Behavior Inference Tool (TBIT) is an implemented tool that uses active
probing to check the running TCP on web servers. It can check several aspects
of the running TCP including initial value of congestion window, congestion
control algorithm, conformant congestion control, response to selective
acknowledgment, response to Explicit Congestion Notification (ECN) and time
wait duration. In this paper we focus on congestion control algorithm aspect of
it, explain the mechanism used by TBIT and present the results.
",5,2
391,"  The flow accumulation problem for grid terrains takes as input a matrix of
flow directions, that specifies for each cell of the grid to which of its eight
neighbours any incoming water would flow. The problem is to compute, for each
cell c, from how many cells of the terrain water would reach c. We show that
this problem can be solved in O(scan(N)) I/Os for a terrain of N cells. Taking
constant factors in the I/O-efficiency into account, our algorithm may be an
order of magnitude faster than the previously known algorithm that is based on
time-forward processing and needs O(sort(N)) I/Os.
",6,5
392,"  Due to hybridization events in evolution, studying two different genes of a
set of species may yield two related but different phylogenetic trees for the
set of species. In this case, we want to measure the dissimilarity of the two
trees. The rooted subtree prune and regraft (rSPR) distance of the two trees
has been used for this purpose. The problem of computing the rSPR distance of
two given trees has many applications but is unfortunately NP-hard. The
previously best approximation algorithm for rSPR distance achieves a ratio of
2.5 and it was open whether a better approximation algorithm for rSPR distance
exists. In this paper, we answer this question in the affirmative by presenting
a cubic-time approximation algorithm for rSPR distance that achieves a ratio of
2. Our algorithm is based on the new notion of key and a number of new
structural lemmas. The algorithm is fairly simple and the proof of its
correctness is intuitively understandable albeit complicated.
",6,4
393,"  Key establishment between any pair of nodes is an essential requirement for
providing secure services in wireless sensor networks. Blom's scheme is a
prominent key management scheme but its shortcomings include large computation
overhead and memory cost. We propose a new scheme in this paper that modifies
Blom's scheme in a manner that reduces memory and computation costs. This paper
also provides the value for secure parameter t such that the network is
resilient.
",5,2
394,"  User distribution in ultra-dense networks (UDNs) plays a crucial role in
affecting the performance of UDNs due to the essential coupling between the
traffic and the service provided by the networks. Existing studies are mostly
based on the assumption that users are uniformly distributed in space. The
non-uniform user distribution has not been widely considered despite that it is
much closer to the real scenario. In this paper, Radiation and Absorbing model
(R&A model) is first adopted to analyze the impact of the non-uniformly
distributed users on the performance of 5G UDNs. Based on the R&A model and
queueing network theory, the stationary user density in each hot area is
investigated. Furthermore, the coverage probability, network throughput and
energy efficiency are derived based on the proposed theoretical model. Compared
with the uniformly distributed assumption, it is shown that non-uniform user
distribution has a significant impact on the performance of UDNs.
",2,5
395,"  Fault-tolerant distributed systems offer high reliability because even if
faults in their components occur, they do not exhibit erroneous behavior.
Depending on the fault model adopted, hardware and software errors that do not
result in a process crashing are usually not tolerated. To tolerate these
rather common failures the usual solution is to adopt a stronger fault model,
such as the arbitrary or Byzantine fault model. Algorithms created for this
fault model, however, are considerably more complex and require more system
resources than the ones developed for less strict fault models. One approach to
reach a middle ground is the non-malicious arbitrary fault model. This model
assumes it is possible to detect and filter faults with a given probability, if
these faults are not created with malicious intent, allowing the isolation and
mapping of these faults to benign faults. In this paper we describe how we
incremented an implementation of active replication in the non-malicious fault
model with a basic type of distributed validation, where a deviation from the
expected algorithm behavior will make a process crash. We experimentally
evaluate this implementation using a fault injection framework showing that it
is feasible to extend the concept of non-malicious failures beyond hardware
failures.
",5,1
396,"  The Longest Common Increasing Subsequence problem (LCIS) is a natural variant
of the celebrated Longest Common Subsequence (LCS) problem. For LCIS, as well
as for LCS, there is an $O(n^2)$-time algorithm and a SETH-based conditional
lower bound of $O(n^{2-\varepsilon})$. For LCS, there is also the
Masek-Paterson $O(n^2 / \log{n})$-time algorithm, which does not seem to adapt
to LCIS in any obvious way. Hence, a natural question arises: does any
(slightly) sub-quadratic algorithm exist for the Longest Common Increasing
Subsequence problem? We answer this question positively, presenting a $O(n^2 /
\log^a{n})$-time algorithm for $a = \frac{1}{6}-o(1)$. The algorithm is not
based on memorizing small chunks of data (often used for logarithmic speedups,
including the ""Four Russians Trick"" in LCS), but rather utilizes a new
technique, bounding the number of significant symbol matches between the two
sequences.
",0,6
397,"  We discuss how to control outputs from deep learning models of text corpora
so as to create contemporary poetic works. We assess whether these controls are
successful in the immediate sense of creating stylo- metric distinctiveness.
The specific context is our piece The Character Thinks Ahead (2016/17); the
potential applications are broad.
",2,5
398,"  We explore the use of SGX enclaves as a means to improve the security of
handling keys and data in storage systems. We study two main configurations for
SGX computations, as they apply to performing data-at-rest encryption in a
storage system. The first configuration aims to protect the encryption keys
used in the encryption process. The second configuration aims to protect both
the encryption keys and the data, thus providing end-to-end security of the
entire data path.
  Our main contribution is an evaluation of the viability of SGX for
data-at-rest encryption from a performance perspective and an understanding of
the details that go into using enclaves in a performance sensitive environment.
Our tests paint a complex picture: On the one hand SGX can indeed achieve high
encryption and decryption throughput, comparable to running without SGX. On the
other hand, there are many subtleties to achieving such performance and careful
design choices and testing are required.
",2,3
